14.84,0.00,00
14.89,0.00,00
14.94,0.00,00
14.99,0.00,00
15.04,0.00,00
15.09,0.00,00
15.14,0.00,00
15.19,0.00,00
15.24,0.00,00
15.29,0.00,00
15.34,0.00,00
15.39,0.00,00
15.44,0.00,00
15.49,0.00,00
15.54,0.00,00
15.59,0.00,00
15.64,0.00,00
15.69,0.00,00
15.74,0.00,00
15.79,0.00,00
15.84,0.00,00
15.89,0.00,00
15.94,0.00,00
15.99,0.00,00
16.04,0.00,00
16.09,0.00,00
16.14,0.00,00
16.19,0.00,00
16.24,0.00,00
16.29,0.00,00
16.34,0.00,00
16.39,0.00,00
16.44,0.00,00
16.49,0.00,00
16.54,0.00,00
16.59,0.00,00
16.64,0.00,00
16.69,0.00,00
16.74,0.00,00
16.79,0.00,00
16.84,0.00,00
16.94,0.00,00
16.99,0.00,00
17.04,0.00,00
17.09,0.00,00
17.14,0.00,00
17.19,0.00,00
17.24,0.00,00
17.29,0.00,00
17.34,0.00,00
17.39,0.00,00
17.44,0.00,00
17.49,0.00,00
17.54,0.00,00
17.59,0.00,00
17.64,0.00,00
17.69,0.00,00
17.74,0.00,00
17.79,0.00,00
17.84,0.00,00
17.89,0.00,00
17.94,0.00,00
17.99,0.00,00
18.04,0.00,00
18.09,0.00,00
18.14,0.00,00
18.19,0.00,00
18.29,0.00,00
18.34,0.00,00
18.39,0.00,00
18.44,0.00,00
18.49,0.00,00
18.54,0.00,00
18.59,0.00,00
18.64,0.00,00
18.69,0.00,00
18.74,0.00,00
18.79,0.00,00
18.89,0.00,00
18.94,0.00,00
18.99,0.00,00
19.09,0.00,00
19.14,0.00,00
19.19,0.00,00
19.24,0.00,00
19.29,0.00,00
19.34,0.00,00
19.39,0.00,00
19.44,0.00,00
19.49,0.00,00
19.54,0.00,00
19.59,0.00,00
19.64,0.00,00
19.69,0.00,00
19.74,0.00,00
19.79,0.00,00
19.84,0.00,00
19.89,0.00,00
19.94,0.00,00
19.99,0.00,00
20.04,0.00,00
20.09,0.00,00
20.14,0.00,00
20.19,0.00,00
20.24,0.00,00
20.29,0.00,00
20.34,0.00,00
20.39,0.00,00
20.44,0.00,00
20.49,0.00,00
20.54,0.00,00
20.59,0.00,00
20.64,0.00,00
20.74,0.00,00
20.79,0.00,00
20.84,0.00,00
20.89,0.00,00
20.95,0.00,00
21.05,0.00,00
21.10,0.00,00
21.15,0.00,00
21.20,0.00,00
21.25,0.00,00
21.30,0.00,00
21.35,0.00,00
21.40,0.00,00
21.45,0.00,00
21.50,0.00,00
21.55,0.00,00
21.60,0.00,00
21.65,0.00,00
21.70,0.00,00
21.75,0.00,00
21.80,0.00,00
21.85,0.00,00
21.90,0.00,00
21.95,0.00,00
22.00,0.00,00
22.05,0.00,00
22.10,0.00,00
22.15,0.00,00
22.20,0.00,00
22.25,0.00,00
22.30,0.00,00
22.35,0.00,00
22.40,0.00,00
22.45,0.00,00
22.50,0.00,00
22.55,0.00,00
22.60,0.00,00
22.65,0.00,00
22.70,0.00,00
22.75,0.00,00
22.80,0.00,00
22.85,0.00,00
22.90,0.00,00
22.95,0.00,00
23.00,0.00,00
23.05,0.00,00
23.10,0.00,00
23.20,0.00,00
23.25,0.00,00
23.30,0.00,00
23.40,0.00,00
23.45,0.00,00
23.50,0.00,00
23.55,0.00,00
23.60,0.00,00
23.70,0.00,00
23.75,0.00,00
23.80,0.00,00
23.85,0.00,00
23.90,0.00,00
23.95,0.00,00
24.00,0.00,00
24.05,0.00,00
24.10,0.00,00
24.15,0.00,00
24.20,0.00,00
24.25,0.00,00
24.30,0.00,00
24.35,0.00,00
24.40,0.00,00
24.45,0.00,00
24.50,0.00,00
24.55,0.00,00
24.60,0.00,00
24.65,0.00,00
24.70,0.00,00
24.75,0.00,00
24.80,0.00,00
24.85,0.00,00
24.90,0.00,00
24.95,0.00,00
25.00,0.00,00
25.05,0.00,00
25.10,0.00,00
25.15,0.00,00
25.20,0.00,00
25.25,0.00,00
25.30,0.00,00
25.35,0.00,00
25.40,0.00,00
25.45,0.00,00
25.50,0.00,00
25.55,0.00,00
25.60,0.00,00
25.65,0.00,00
25.70,0.00,00
25.75,0.00,00
25.80,0.00,00
25.85,0.00,00
25.90,0.00,00
25.95,0.00,00
26.05,0.00,00
26.10,0.00,00
26.15,0.00,00
26.20,0.00,00
26.25,0.00,00
26.30,0.00,00
26.35,0.00,00
26.40,0.00,00
26.45,0.00,00
26.50,0.00,00
26.55,0.00,00
26.60,0.00,00
26.65,0.00,00
26.70,0.00,00
26.75,0.00,00
26.80,0.00,00
26.85,0.00,00
26.90,0.00,00
26.95,0.00,00
27.00,0.00,00
27.05,0.00,00
27.10,0.00,00
27.15,0.00,00
27.20,0.00,00
27.25,0.00,00
27.30,0.00,00
27.35,0.00,00
27.40,0.00,00
27.45,0.00,00
27.50,0.00,00
27.55,0.00,00
27.60,0.00,00
27.65,0.00,00
27.70,0.00,00
27.75,0.00,00
27.80,0.00,00
27.90,0.00,00
28.00,0.00,00
28.05,0.00,00
28.10,0.00,00
28.20,0.00,00
28.25,0.00,00
28.30,0.00,00
28.35,0.00,00
28.40,0.00,00
28.45,0.00,00
28.50,0.00,00
28.55,0.00,00
28.60,0.00,00
28.65,0.00,00
28.70,0.00,00
28.75,0.00,00
28.80,0.00,00
28.85,0.00,00
28.90,0.00,00
28.95,0.00,00
29.00,0.00,00
29.05,0.00,00
29.10,0.00,00
29.15,0.00,00
29.20,0.00,00
29.25,0.00,00
29.30,0.00,00
29.35,0.00,00
29.40,0.00,00
29.45,0.00,00
29.50,0.00,00
29.55,0.00,00
29.60,0.00,00
29.65,0.00,00
29.70,0.00,00
29.75,0.00,00
29.80,0.00,00
29.85,0.00,00
29.90,0.00,00
29.95,0.00,00
30.00,0.00,00
30.05,0.00,00
30.10,0.00,00
30.15,0.00,00
30.20,0.00,00
30.25,0.00,00
30.35,0.00,00
30.45,0.00,00
30.50,0.00,00
30.55,0.00,00
30.60,0.00,00
30.65,0.00,00
30.70,0.00,00
30.75,0.00,00
30.80,0.00,00
30.85,0.00,00
30.90,0.00,00
30.95,0.00,00
31.00,0.00,00
31.05,0.00,00
31.10,0.00,00
31.15,0.00,00
31.20,0.00,00
31.25,0.00,00
31.30,0.00,00
31.35,0.00,00
31.40,0.00,00
31.45,0.00,00
31.50,0.00,00
31.55,0.00,00
31.60,0.00,00
31.65,0.00,00
31.70,0.00,00
31.75,0.00,00
31.80,0.00,00
31.85,0.00,00
31.90,0.00,00
31.95,0.00,00
32.00,0.00,00
32.05,0.00,00
32.10,0.00,00
32.20,0.00,00
32.30,0.00,00
32.35,0.00,00
32.40,0.00,00
32.45,0.00,00
32.50,0.00,00
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
107.4,2 10,"7"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
204.7,3 20,"4"
04.55,3.55,00
04.60,2.59,00
04.65,1.62,00
04.70,0.96,05
04.75,0.74,05
207.4,1 20,"7"
207.4,1 20,"7"
04.80,0.74,20
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
207.4,1 20,"7"
